dataset,subject_id,subject_key,missing_for,image_path,output_path,dataset_code,session_id
AABC,HCA9443079,HCA9443079,synthseg,,,,
AABC,HCA9445689,HCA9445689,synthseg,,,,
AABC,HCA9455288,HCA9455288,synthseg,,,,
AABC,HCA9478098,HCA9478098,synthseg,,,,
AABC,HCA9482089,HCA9482089,synthseg,,,,
AABC,HCA9492395,HCA9492395,synthseg,,,,
AABC,HCA9498307,HCA9498307,synthseg,,,,
AABC,HCA9518387,HCA9518387,synthseg,,,,
AABC,HCA9521073,HCA9521073,synthseg,,,,
AABC,HCA9535488,HCA9535488,synthseg,,,,
AABC,HCA9548396,HCA9548396,synthseg,,,,
AABC,HCA9559806,HCA9559806,synthseg,,,,
AABC,HCA9572797,HCA9572797,synthseg,,,,
AABC,HCA9594606,HCA9594606,synthseg,,,,
AABC,HCA9599212,HCA9599212,synthseg,,,,
AABC,HCA9607184,HCA9607184,synthseg,,,,
AABC,HCA9614787,HCA9614787,synthseg,,,,
AABC,HCA9628697,HCA9628697,synthseg,,,,
AABC,HCA9640889,HCA9640889,synthseg,,,,
AABC,HCA9649908,HCA9649908,synthseg,,,,
AABC,HCA9662495,HCA9662495,synthseg,,,,
AABC,HCA9681499,HCA9681499,synthseg,,,,
AABC,HCA9686611,HCA9686611,synthseg,,,,
AABC,HCA9695713,HCA9695713,synthseg,,,,
AABC,HCA9715187,HCA9715187,synthseg,,,,
AABC,HCA9717191,HCA9717191,synthseg,,,,
AABC,HCA9743900,HCA9743900,synthseg,,,,
AABC,HCA9745500,HCA9745500,synthseg,,,,
AABC,HCA9787415,HCA9787415,synthseg,,,,
AABC,HCA9808396,HCA9808396,synthseg,,,,
AABC,HCA9880203,HCA9880203,synthseg,,,,
AABC,HCA9894315,HCA9894315,synthseg,,,,
AABC,HCA9896218,HCA9896218,synthseg,,,,
AABC,HCA9912492,HCA9912492,synthseg,,,,
AABC,HCA9914799,HCA9914799,synthseg,,,,
AABC,HCA9926201,HCA9926201,synthseg,,,,
AABC,HCA9943504,HCA9943504,synthseg,,,,
AABC,HCA9968318,HCA9968318,synthseg,,,,
AABC,HCA9969219,HCA9969219,synthseg,,,,
AABC,HCA9972208,HCA9972208,synthseg,,,,
AABC,HCA9982312,HCA9982312,synthseg,,,,
ADNI,002_S_4264,002_S_4264,fastsurfer,,,,
ADNI,003_S_6014,003_S_6014,fastsurfer,,,,
ADNI,003_S_6067,003_S_6067,fastsurfer,,,,
ADNI,003_S_6256,003_S_6256,fastsurfer,,,,
ADNI,003_S_6924,003_S_6924,fastsurfer,,,,
ADNI,003_S_6959,003_S_6959,fastsurfer,,,,
ADNI,006_S_6277,006_S_6277,fastsurfer,,,,
ADNI,007_S_1222,007_S_1222,fastsurfer,,,,
ADNI,007_S_4637,007_S_4637,fastsurfer,,,,
ADNI,007_S_6521,007_S_6521,fastsurfer,,,,
ADNI,010_S_0472,010_S_0472,fastsurfer,,,,
ADNI,011_S_6367,011_S_6367,fastsurfer,,,,
ADNI,011_S_6418,011_S_6418,fastsurfer,,,,
ADNI,011_S_6465,011_S_6465,fastsurfer,,,,
ADNI,011_S_7048,011_S_7048,fastsurfer,,,,
ADNI,012_S_1133,012_S_1133,fastsurfer,,,,
ADNI,012_S_1212,012_S_1212,fastsurfer,,,,
ADNI,014_S_4093,014_S_4093,fastsurfer,,,,
ADNI,014_S_4577,014_S_4577,fastsurfer,,,,
ADNI,014_S_6145,014_S_6145,fastsurfer,,,,
ADNI,014_S_6199,014_S_6199,fastsurfer,,,,
ADNI,014_S_6437,014_S_6437,fastsurfer,,,,
ADNI,016_S_6381,016_S_6381,fastsurfer,,,,
ADNI,016_S_6773,016_S_6773,fastsurfer,,,,
ADNI,016_S_6802,016_S_6802,fastsurfer,,,,
ADNI,016_S_6943,016_S_6943,fastsurfer,,,,
ADNI,016_S_6971,016_S_6971,fastsurfer,,,,
ADNI,018_S_6207,018_S_6207,fastsurfer,,,,
ADNI,018_S_6351,018_S_6351,fastsurfer,,,,
ADNI,020_S_6185,020_S_6185,fastsurfer,,,,
ADNI,020_S_6504,020_S_6504,fastsurfer,,,,
ADNI,020_S_6566,020_S_6566,fastsurfer,,,,
ADNI,021_S_6896,021_S_6896,fastsurfer,,,,
ADNI,021_S_6910,021_S_6910,fastsurfer,,,,
ADNI,021_S_6914,021_S_6914,fastsurfer,,,,
ADNI,021_S_6918,021_S_6918,fastsurfer,,,,
ADNI,021_S_6940,021_S_6940,fastsurfer,,,,
ADNI,021_S_6987,021_S_6987,fastsurfer,,,,
ADNI,021_S_6994,021_S_6994,fastsurfer,,,,
ADNI,021_S_7062,021_S_7062,fastsurfer,,,,
ADNI,022_S_6797,022_S_6797,fastsurfer,,,,
